https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume ADA
1646784000000,2022-03-09 00:00:00,ADA/USD,0.80226,0.86363,0.79991,0.84915,1522912.501829801,1793455.22208067
1646697600000,2022-03-08 00:00:00,ADA/USD,0.79336,0.8213,0.78832,0.80176,1476106.4963104962,1841082.73836372
1646611200000,2022-03-07 00:00:00,ADA/USD,0.82301,0.8475,0.77787,0.7936,1712766.95928183,2158224.49506279
1646524800000,2022-03-06 00:00:00,ADA/USD,0.86528,0.87189,0.81928,0.823,852439.0290815524,1035770.38770541
1646438400000,2022-03-05 00:00:00,ADA/USD,0.84513,0.88373,0.81875,0.86509,1121873.231325562,1296828.34309212
1646352000000,2022-03-04 00:00:00,ADA/USD,0.90308,0.90349,0.82712,0.84451,1150210.1952935106,1361985.28767393
1646265600000,2022-03-03 00:00:00,ADA/USD,0.93842,0.9454,0.88481,0.90308,1525734.1267435052,1689478.37040296
1646179200000,2022-03-02 00:00:00,ADA/USD,0.96333,0.9778,0.92817,0.9396,1538495.7959643044,1637394.41886367
1646092800000,2022-03-01 00:00:00,ADA/USD,0.96466,1.0118,0.9405,0.96347,2127689.7453132644,2208361.17918904
1646006400000,2022-02-28 00:00:00,ADA/USD,0.85665,0.96996,0.8436,0.96435,6334789.170498003,6568973.06009022
1645920000000,2022-02-27 00:00:00,ADA/USD,0.88741,0.91622,0.83344,0.85685,1883831.9076192763,2198555.0652031
1645833600000,2022-02-26 00:00:00,ADA/USD,0.8997,0.93123,0.88251,0.8874,1643678.7386633046,1852241.08481328
1645747200000,2022-02-25 00:00:00,ADA/USD,0.85472,0.9093,0.82434,0.89924,2221272.085958302,2470166.01347616
1645660800000,2022-02-24 00:00:00,ADA/USD,0.86602,0.89993,0.7479,0.85458,4417135.74865435,5168779.69137395
1645574400000,2022-02-23 00:00:00,ADA/USD,0.88891,0.96196,0.86458,0.86589,5106320.997086546,5897193.63555018
1645488000000,2022-02-22 00:00:00,ADA/USD,0.85904,0.89721,0.81411,0.88859,5239142.999347568,5896018.41045653
1645401600000,2022-02-21 00:00:00,ADA/USD,0.9322,0.99385,0.8534,0.85757,3244646.811231521,3783535.81775426
1645315200000,2022-02-20 00:00:00,ADA/USD,0.99778,0.99836,0.92,0.932,2345714.9181953846,2516861.50020964
1645228800000,2022-02-19 00:00:00,ADA/USD,0.99592,1.0192,0.97383,0.99792,2582481.4303985685,2587864.18790942
1645142400000,2022-02-18 00:00:00,ADA/USD,1.0203,1.0435,0.985,0.9963,2402347.7255614297,2411269.4224244
1645056000000,2022-02-17 00:00:00,ADA/USD,1.084,1.0942,1.0086,1.0202,2384128.526682562,2336922.68837734
1644969600000,2022-02-16 00:00:00,ADA/USD,1.1083,1.1122,1.0663,1.0832,2300275.1442151535,2123592.26755461
1644883200000,2022-02-15 00:00:00,ADA/USD,1.0506,1.1146,1.0506,1.1082,3157533.273803657,2849244.96824008
1644796800000,2022-02-14 00:00:00,ADA/USD,1.0436,1.0552,1.0187,1.0506,2761734.7931752,2628721.48598439
1644710400000,2022-02-13 00:00:00,ADA/USD,1.0591,1.0762,1.0336,1.0429,2779126.3957444844,2664806.20936282
1644624000000,2022-02-12 00:00:00,ADA/USD,1.0797,1.0931,1.03,1.0585,3078537.768197999,2908396.56891639
1644537600000,2022-02-11 00:00:00,ADA/USD,1.1512,1.1658,1.0686,1.0816,2494060.107905939,2305898.76840416
1644451200000,2022-02-10 00:00:00,ADA/USD,1.1948,1.2236,1.1445,1.1514,2288378.246510124,1987474.59311284
1644364800000,2022-02-09 00:00:00,ADA/USD,1.176,1.2156,1.1529,1.1957,2075352.9544302975,1735680.31649268
1644278400000,2022-02-08 00:00:00,ADA/USD,1.1994,1.2632,1.1341,1.176,4132983.8472374957,3514442.04697066
1644192000000,2022-02-07 00:00:00,ADA/USD,1.1437,1.2099,1.1268,1.1992,4107104.288766344,3424870.15407467
1644105600000,2022-02-06 00:00:00,ADA/USD,1.1262,1.1514,1.0977,1.1439,1761796.9195662157,1540166.90232207
1644019200000,2022-02-05 00:00:00,ADA/USD,1.1383,1.1798,1.0976,1.1262,2469109.600042853,2192425.50172514
1643932800000,2022-02-04 00:00:00,ADA/USD,1.0611,1.1399,1.0465,1.1399,2182800.576216807,1914905.32170963
1643846400000,2022-02-03 00:00:00,ADA/USD,1.028,1.0618,1.0174,1.0602,1786230.1382808746,1684804.88424908
1643760000000,2022-02-02 00:00:00,ADA/USD,1.096,1.1023,1.023,1.0276,2017001.042858484,1962827.0171842
1643673600000,2022-02-01 00:00:00,ADA/USD,1.0518,1.0968,1.035,1.0964,2827555.92703049,2578945.57372354
1643587200000,2022-01-31 00:00:00,ADA/USD,1.0377,1.0601,1.0092,1.0525,1890678.6180547334,1796369.23330616
1643500800000,2022-01-30 00:00:00,ADA/USD,1.0602,1.0782,1.0241,1.0366,1338986.8799055188,1291710.28352838
1643414400000,2022-01-29 00:00:00,ADA/USD,1.0491,1.0859,1.0379,1.0592,1402949.9887157083,1324537.37605335
1643328000000,2022-01-28 00:00:00,ADA/USD,1.0432,1.0598,1.01,1.0489,1793820.1631939975,1710191.78491181
1643241600000,2022-01-27 00:00:00,ADA/USD,1.0781,1.0803,1.0046,1.0433,2832742.306866187,2715175.21984682
1643155200000,2022-01-26 00:00:00,ADA/USD,1.0442,1.157,1.0228,1.077,5282961.129808041,4905256.3879369
1643068800000,2022-01-25 00:00:00,ADA/USD,1.0677,1.0744,0.9924,1.0429,2672333.501602296,2562406.27251155
1642982400000,2022-01-24 00:00:00,ADA/USD,1.1262,1.1262,0.9513,1.0669,11968228.940460289,11217760.74651822
1642896000000,2022-01-23 00:00:00,ADA/USD,1.0738,1.1713,1.0523,1.1267,5236714.097886374,4647833.58292924
1642809600000,2022-01-22 00:00:00,ADA/USD,1.1203,1.1554,0.9175,1.0733,8472684.838675844,7894050.90717958
1642723200000,2022-01-21 00:00:00,ADA/USD,1.2586,1.282,1.1012,1.122,5092296.891465019,4538589.02982622
1642636800000,2022-01-20 00:00:00,ADA/USD,1.3369,1.4273,1.2517,1.2599,5825204.296719154,4623544.96128197
1642550400000,2022-01-19 00:00:00,ADA/USD,1.4594,1.5343,1.327,1.3352,10167206.065883357,7614743.9079414
1642464000000,2022-01-18 00:00:00,ADA/USD,1.6039,1.6383,1.413,1.4595,10718516.566220608,7343964.75931525
1642377600000,2022-01-17 00:00:00,ADA/USD,1.4115,1.6073,1.3865,1.6027,13706800.151404424,8552318.05790505
1642291200000,2022-01-16 00:00:00,ADA/USD,1.2925,1.423,1.287,1.4115,5963855.284897381,4225189.71654083
1642204800000,2022-01-15 00:00:00,ADA/USD,1.2934,1.3194,1.2514,1.2934,3431549.027157075,2653122.79817309
1642118400000,2022-01-14 00:00:00,ADA/USD,1.232,1.3086,1.2204,1.2933,7250521.261310121,5606217.63033335
1642032000000,2022-01-13 00:00:00,ADA/USD,1.3118,1.3539,1.2274,1.2318,5529648.510815973,4489079.81069652
1641945600000,2022-01-12 00:00:00,ADA/USD,1.1873,1.3129,1.1873,1.3103,8710860.386402495,6647989.30504655
1641859200000,2022-01-11 00:00:00,ADA/USD,1.1238,1.1955,1.123,1.1876,5780435.696335758,4867325.44319279
1641772800000,2022-01-10 00:00:00,ADA/USD,1.1694,1.1814,1.0709,1.1232,7014063.508852136,6244714.66243958
1641686400000,2022-01-09 00:00:00,ADA/USD,1.1813,1.2051,1.1474,1.17,7681160.740038201,6565094.6496053
1641600000000,2022-01-08 00:00:00,ADA/USD,1.2123,1.254,1.1255,1.1826,6646403.415253027,5620161.85967616
1641513600000,2022-01-07 00:00:00,ADA/USD,1.283,1.284,1.1888,1.2087,11001163.010384563,9101648.88755238
1641427200000,2022-01-06 00:00:00,ADA/USD,1.2302,1.2956,1.1858,1.2798,12299077.84793253,9610156.1555966
1641340800000,2022-01-05 00:00:00,ADA/USD,1.309,1.3533,1.1942,1.2301,7765401.863669623,6312821.61098254
1641254400000,2022-01-04 00:00:00,ADA/USD,1.319,1.3521,1.2956,1.309,4784953.918773459,3655426.98149233
1641168000000,2022-01-03 00:00:00,ADA/USD,1.378,1.378,1.3101,1.3191,3713299.1081912955,2815024.72002979
1641081600000,2022-01-02 00:00:00,ADA/USD,1.38,1.3909,1.3421,1.3781,3510918.247914546,2547651.29374831
1640995200000,2022-01-01 00:00:00,ADA/USD,1.3087,1.3801,1.3064,1.3799,3271122.1231781105,2370550.12912393
1640908800000,2021-12-31 00:00:00,ADA/USD,1.3589,1.3836,1.2807,1.3098,4424677.94835198,3378132.49988699
1640822400000,2021-12-30 00:00:00,ADA/USD,1.3322,1.3787,1.2987,1.3589,5154605.906351262,3793219.44686972
1640736000000,2021-12-29 00:00:00,ADA/USD,1.4004,1.4378,1.325,1.3327,5994346.439723892,4497896.33054993
1640649600000,2021-12-28 00:00:00,ADA/USD,1.5166,1.5381,1.3768,1.4,5055847.793572841,3611319.85255203
1640563200000,2021-12-27 00:00:00,ADA/USD,1.4573,1.5939,1.4512,1.5153,5138614.124154935,3391152.98894934
1640476800000,2021-12-26 00:00:00,ADA/USD,1.4535,1.4675,1.4076,1.4551,4088640.0263006105,2809868.75561859
1640390400000,2021-12-25 00:00:00,ADA/USD,1.3935,1.46,1.3814,1.4545,3109630.888662074,2137938.04651913
1640304000000,2021-12-24 00:00:00,ADA/USD,1.4759,1.4905,1.382,1.3929,3048974.47248637,2188939.96158114
1640217600000,2021-12-23 00:00:00,ADA/USD,1.3283,1.4912,1.3078,1.4764,7421524.410239495,5026770.80075826
1640131200000,2021-12-22 00:00:00,ADA/USD,1.2821,1.3689,1.2767,1.3288,4764067.5239533,3585240.46053078
1640044800000,2021-12-21 00:00:00,ADA/USD,1.2385,1.2904,1.2286,1.2809,3976085.6827932457,3104134.34522074
1639958400000,2021-12-20 00:00:00,ADA/USD,1.2446,1.2604,1.2013,1.2373,3278416.7812810205,2649653.90873759
1639872000000,2021-12-19 00:00:00,ADA/USD,1.2438,1.3123,1.2413,1.2446,4219133.8815847505,3389951.6965971002
1639785600000,2021-12-18 00:00:00,ADA/USD,1.2195,1.2671,1.2,1.2427,1985981.754069636,1598118.41479813
1639699200000,2021-12-17 00:00:00,ADA/USD,1.2396,1.2596,1.1841,1.2199,3719533.266236349,3049047.6811512
1639612800000,2021-12-16 00:00:00,ADA/USD,1.3131,1.3323,1.2368,1.2402,3360861.8924485696,2709935.40755408
1639526400000,2021-12-15 00:00:00,ADA/USD,1.2681,1.3328,1.2048,1.3114,4647046.99410779,3543577.08868979
1639440000000,2021-12-14 00:00:00,ADA/USD,1.2248,1.2851,1.2,1.2673,5908520.694805311,4662290.45593412
1639353600000,2021-12-13 00:00:00,ADA/USD,1.3471,1.3577,1.2005,1.2267,4452737.376536685,3629850.31102689
1639267200000,2021-12-12 00:00:00,ADA/USD,1.3551,1.4159,1.3201,1.3475,3593309.2990487977,2666648.83046293
1639180800000,2021-12-11 00:00:00,ADA/USD,1.2114,1.3623,1.1928,1.3548,5029541.113680914,3712386.41399536
1639094400000,2021-12-10 00:00:00,ADA/USD,1.2904,1.3355,1.2077,1.211,5740510.670179061,4740306.0860273
1639008000000,2021-12-09 00:00:00,ADA/USD,1.3975,1.4087,1.2879,1.2898,3783530.86064369,2933424.45390269
1638921600000,2021-12-08 00:00:00,ADA/USD,1.3781,1.423,1.3401,1.3963,2050350.0294841086,1468416.55051501
